東方靈異伝　～ Highly Responsive to Prayers,,,4000,名詞,固有名詞,一般,*,*,*,東方靈異伝　～ Highly Responsive to Prayers,トウホウレイイデン,トウホウレイイデン
東方靈異伝,,,4000,名詞,固有名詞,一般,*,*,*,東方靈異伝,トウホウレイイデン,トウホウレイイデン
靈異伝,,,4000,名詞,固有名詞,一般,*,*,*,靈異伝,レイイデン,レイイデン
東方封魔録　～ the Story of Eastern Wonderland,,,4000,名詞,固有名詞,一般,*,*,*,東方封魔録　～ the Story of Eastern Wonderland,トウホウフウマロク,トウホウフウマロク
東方封魔録,,,4000,名詞,固有名詞,一般,*,*,*,東方封魔録,トウホウフウマロク,トウホウフウマロク
封魔録,,,4000,名詞,固有名詞,一般,*,*,*,封魔録,フウマロク,フウマロク
東方夢時空　～ Phantasmagoria of Dim.Dream,,,4000,名詞,固有名詞,一般,*,*,*,東方夢時空　～ Phantasmagoria of Dim.Dream,トウホウユメジクウ,トウホウユメジクウ
東方夢時空,,,4000,名詞,固有名詞,一般,*,*,*,東方夢時空,トウホウユメジクウ,トウホウユメジクウ
夢時空,,,4000,名詞,固有名詞,一般,*,*,*,夢時空,ユメジクウ,ユメジクウ
東方幻想郷　～ Lotus Land Story,,,4000,名詞,固有名詞,一般,*,*,*,東方幻想郷　～ Lotus Land Story,トウホウゲンソウキョウ,トウホウゲンソウキョウ
東方幻想郷,,,4000,名詞,固有名詞,一般,*,*,*,東方幻想郷,トウホウゲンソウキョウ,トウホウゲンソウキョウ
幻想郷,,,4000,名詞,固有名詞,一般,*,*,*,幻想郷,ゲンソウキョウ,ゲンソウキョウ
東方怪綺談　～ Mystic Square,,,4000,名詞,固有名詞,一般,*,*,*,東方怪綺談　～ Mystic Square,トウホウカイキダン,トウホウカイキダン
東方怪綺談,,,4000,名詞,固有名詞,一般,*,*,*,東方怪綺談,トウホウカイキダン,トウホウカイキダン
怪綺談,,,4000,名詞,固有名詞,一般,*,*,*,怪綺談,カイキダン,カイキダン
東方紅魔郷　～ the Embodiment of Scarlet Devil.,,,4000,名詞,固有名詞,一般,*,*,*,東方紅魔郷　～ the Embodiment of Scarlet Devil.,トウホウコウマキョウ,トウホウコウマキョウ
東方紅魔郷,,,4000,名詞,固有名詞,一般,*,*,*,東方紅魔郷,トウホウコウマキョウ,トウホウコウマキョウ
紅魔郷,,,4000,名詞,固有名詞,一般,*,*,*,紅魔郷,コウマキョウ,コウマキョウ
東方妖々夢　～ Perfect Cherry Blossom.,,,4000,名詞,固有名詞,一般,*,*,*,東方妖々夢　～ Perfect Cherry Blossom.,トウホウヨウヨウム,トウホウヨウヨウム
東方妖々夢,,,4000,名詞,固有名詞,一般,*,*,*,東方妖々夢,トウホウヨウヨウム,トウホウヨウヨウム
妖々夢,,,4000,名詞,固有名詞,一般,*,*,*,妖々夢,ヨウヨウム,ヨウヨウム
東方永夜抄　～ Imperishable Night.,,,4000,名詞,固有名詞,一般,*,*,*,東方永夜抄　～ Imperishable Night.,トウホウエイヤショウ,トウホウエイヤショウ
東方永夜抄,,,4000,名詞,固有名詞,一般,*,*,*,東方永夜抄,トウホウエイヤショウ,トウホウエイヤショウ
永夜抄,,,4000,名詞,固有名詞,一般,*,*,*,永夜抄,エイヤショウ,エイヤショウ
東方萃夢想　～ Immaterial and Missing Power.,,,4000,名詞,固有名詞,一般,*,*,*,東方萃夢想　～ Immaterial and Missing Power.,トウホウスイムソウ,トウホウスイムソウ
東方萃夢想,,,4000,名詞,固有名詞,一般,*,*,*,東方萃夢想,トウホウスイムソウ,トウホウスイムソウ
萃夢想,,,4000,名詞,固有名詞,一般,*,*,*,萃夢想,スイムソウ,スイムソウ
東方花映塚　～ Phantasmagoria of Flower View.,,,4000,名詞,固有名詞,一般,*,*,*,東方花映塚　～ Phantasmagoria of Flower View.,トウホウカエイヅカ,トウホウカエイヅカ
東方花映塚,,,4000,名詞,固有名詞,一般,*,*,*,東方花映塚,トウホウカエイヅカ,トウホウカエイヅカ
花映塚,,,4000,名詞,固有名詞,一般,*,*,*,花映塚,カエイヅカ,カエイヅカ
東方文花帖　～ Shoot the Bullet.,,,4000,名詞,固有名詞,一般,*,*,*,東方文花帖　～ Shoot the Bullet.,トウホウブンカチョウ,トウホウブンカチョウ
東方文花帖,,,4000,名詞,固有名詞,一般,*,*,*,東方文花帖,トウホウブンカチョウ,トウホウブンカチョウ
文花帖,,,4000,名詞,固有名詞,一般,*,*,*,文花帖,ブンカチョウ,ブンカチョウ
東方風神録　～ Mountain of Faith.,,,4000,名詞,固有名詞,一般,*,*,*,東方風神録　～ Mountain of Faith.,トウホウフウジンロク,トウホウフウジンロク
東方風神録,,,4000,名詞,固有名詞,一般,*,*,*,東方風神録,トウホウフウジンロク,トウホウフウジンロク
風神録,,,4000,名詞,固有名詞,一般,*,*,*,風神録,フウジンロク,フウジンロク
東方緋想天　～ Scarlet Weather Rhapsody.,,,4000,名詞,固有名詞,一般,*,*,*,東方緋想天　～ Scarlet Weather Rhapsody.,トウホウヒソウテン,トウホウヒソウテン
東方緋想天,,,4000,名詞,固有名詞,一般,*,*,*,東方緋想天,トウホウヒソウテン,トウホウヒソウテン
緋想天,,,4000,名詞,固有名詞,一般,*,*,*,緋想天,ヒソウテン,ヒソウテン
東方地霊殿　～ Subterranean Animism.,,,4000,名詞,固有名詞,一般,*,*,*,東方地霊殿　～ Subterranean Animism.,トウホウチレイデン,トウホウチレイデン
東方地霊殿,,,4000,名詞,固有名詞,一般,*,*,*,東方地霊殿,トウホウチレイデン,トウホウチレイデン
地霊殿,,,4000,名詞,固有名詞,一般,*,*,*,地霊殿,チレイデン,チレイデン
東方星蓮船　～ Undefined Fantastic Object.,,,4000,名詞,固有名詞,一般,*,*,*,東方星蓮船　～ Undefined Fantastic Object.,トウホウセイレンセン,トウホウセイレンセン
東方星蓮船,,,4000,名詞,固有名詞,一般,*,*,*,東方星蓮船,トウホウセイレンセン,トウホウセイレンセン
星蓮船,,,4000,名詞,固有名詞,一般,*,*,*,星蓮船,セイレンセン,セイレンセン
東方非想天則　～ 超弩級ギニョルの謎を追え,,,4000,名詞,固有名詞,一般,*,*,*,東方非想天則　～ 超弩級ギニョルの謎を追え,トウホウヒソウテンソク,トウホウヒソウテンソク
東方非想天則,,,4000,名詞,固有名詞,一般,*,*,*,東方非想天則,トウホウヒソウテンソク,トウホウヒソウテンソク
非想天則,,,4000,名詞,固有名詞,一般,*,*,*,非想天則,ヒソウテンソク,ヒソウテンソク
ダブルスポイラー　～ 東方文花帖,,,4000,名詞,固有名詞,一般,*,*,*,ダブルスポイラー　～ 東方文花帖,ダブルスポイラー,ダブルスポイラー
ダブルスポイラー,,,4000,名詞,固有名詞,一般,*,*,*,ダブルスポイラー,ダブルスポイラー,ダブルスポイラー
妖精大戦争　～ 東方三月精,,,4000,名詞,固有名詞,一般,*,*,*,妖精大戦争　～ 東方三月精,ヨウセイダイセンソウ,ヨウセイダイセンソウ
妖精大戦争,,,4000,名詞,固有名詞,一般,*,*,*,妖精大戦争,ヨウセイダイセンソウ,ヨウセイダイセンソウ
東方神霊廟　～ Ten Desires.,,,4000,名詞,固有名詞,一般,*,*,*,東方神霊廟　～ Ten Desires.,トウホウシンレイビョウ,トウホウシンレイビョウ
東方神霊廟,,,4000,名詞,固有名詞,一般,*,*,*,東方神霊廟,トウホウシンレイビョウ,トウホウシンレイビョウ
神霊廟,,,4000,名詞,固有名詞,一般,*,*,*,神霊廟,シンレイビョウ,シンレイビョウ
東方心綺楼　～ Hopeless Masquerade.,,,4000,名詞,固有名詞,一般,*,*,*,東方心綺楼　～ Hopeless Masquerade.,トウホウシンキロウ,トウホウシンキロウ
東方心綺楼,,,4000,名詞,固有名詞,一般,*,*,*,東方心綺楼,トウホウシンキロウ,トウホウシンキロウ
心綺楼,,,4000,名詞,固有名詞,一般,*,*,*,心綺楼,シンキロウ,シンキロウ
東方輝針城　～ Double Dealing Character.,,,4000,名詞,固有名詞,一般,*,*,*,東方輝針城　～ Double Dealing Character.,トウホウキシンジョウ,トウホウキシンジョウ
東方輝針城,,,4000,名詞,固有名詞,一般,*,*,*,東方輝針城,トウホウキシンジョウ,トウホウキシンジョウ
輝針城,,,4000,名詞,固有名詞,一般,*,*,*,輝針城,キシンジョウ,キシンジョウ
弾幕アマノジャク　～ Impossible Spell Card.,,,4000,名詞,固有名詞,一般,*,*,*,弾幕アマノジャク　～ Impossible Spell Card.,ダンマクアマノジャク,ダンマクアマノジャク
弾幕アマノジャク,,,4000,名詞,固有名詞,一般,*,*,*,弾幕アマノジャク,ダンマクアマノジャク,ダンマクアマノジャク
アマノジャク,,,4000,名詞,固有名詞,一般,*,*,*,アマノジャク,アマノジャク,アマノジャク
弾幕アマノジャク　ゴールドラッシュ,,,4000,名詞,固有名詞,一般,*,*,*,弾幕アマノジャク　ゴールドラッシュ,ダンマクアマノジャク,ダンマクアマノジャク
東方深秘録　～ Urban Legend in Limbo.,,,4000,名詞,固有名詞,一般,*,*,*,東方深秘録　～ Urban Legend in Limbo.,トウホウシンピロク,トウホウシンピロク
東方深秘録,,,4000,名詞,固有名詞,一般,*,*,*,東方深秘録,トウホウシンピロク,トウホウシンピロク
深秘録,,,4000,名詞,固有名詞,一般,*,*,*,深秘録,シンピロク,シンピロク
東方紺珠伝　～ Legacy of Lunatic Kingdom.,,,4000,名詞,固有名詞,一般,*,*,*,東方紺珠伝　～ Legacy of Lunatic Kingdom.,トウホウカンジュデン,トウホウカンジュデン
東方紺珠伝,,,4000,名詞,固有名詞,一般,*,*,*,東方紺珠伝,トウホウカンジュデン,トウホウカンジュデン
紺珠伝,,,4000,名詞,固有名詞,一般,*,*,*,紺珠伝,カンジュデン,カンジュデン
東方憑依華　～ Antinomy of Common Flowers.,,,4000,名詞,固有名詞,一般,*,*,*,東方憑依華　～ Antinomy of Common Flowers.,トウホウヒョウイバナ,トウホウヒョウイバナ
東方憑依華,,,4000,名詞,固有名詞,一般,*,*,*,東方憑依華,トウホウヒョウイバナ,トウホウヒョウイバナ
憑依華,,,4000,名詞,固有名詞,一般,*,*,*,憑依華,ヒョウイバナ,ヒョウイバナ
東方天空璋　～ Hidden Star in Four Seasons.,,,4000,名詞,固有名詞,一般,*,*,*,東方天空璋　～ Hidden Star in Four Seasons.,トウホウテンクウショウ,トウホウテンクウショウ
東方天空璋,,,4000,名詞,固有名詞,一般,*,*,*,東方天空璋,トウホウテンクウショウ,トウホウテンクウショウ
天空璋,,,4000,名詞,固有名詞,一般,*,*,*,天空璋,テンクウショウ,テンクウショウ
東方文花帖　～ Bohemian Archive in Japanese Red.,,,4000,名詞,固有名詞,一般,*,*,*,東方文花帖　～ Bohemian Archive in Japanese Red.,トウホウブンカチョウ,トウホウブンカチョウ
風の号外,,,4000,名詞,固有名詞,一般,*,*,*,風の号外,カゼノゴウガイ,カゼノゴウガイ
幻想の音覚,,,4000,名詞,固有名詞,一般,*,*,*,幻想の音覚,ゲンソウノオンガク,ゲンソウノオンガク
東方求聞史紀　～ Perfect Memento in Strict Sense.,,,4000,名詞,固有名詞,一般,*,*,*,東方求聞史紀　～ Perfect Memento in Strict Sense.,トウホウグモンシキ,トウホウグモンシキ
東方求聞史紀,,,4000,名詞,固有名詞,一般,*,*,*,東方求聞史紀,トウホウグモンシキ,トウホウグモンシキ
求聞史紀,,,4000,名詞,固有名詞,一般,*,*,*,求聞史紀,グモンシキ,グモンシキ
東方求聞口授　～ Symposium of Post-mysticism.,,,4000,名詞,固有名詞,一般,*,*,*,東方求聞口授　～ Symposium of Post-mysticism.,トウホウグモンクジュ,トウホウグモンクジュ
東方求聞口授,,,4000,名詞,固有名詞,一般,*,*,*,東方求聞口授,トウホウグモンクジュ,トウホウグモンクジュ
求聞口授,,,4000,名詞,固有名詞,一般,*,*,*,求聞口授,グモンクジュ,グモンクジュ
東方香霖堂　～ Curiosities of Lotus Asia.,,,4000,名詞,固有名詞,一般,*,*,*,東方香霖堂　～ Curiosities of Lotus Asia.,トウホウコウリンドウ,トウホウコウリンドウ
東方香霖堂,,,4000,名詞,固有名詞,一般,*,*,*,東方香霖堂,トウホウコウリンドウ,トウホウコウリンドウ
